svm_linear,0.59,0.59
svm_polynomial,0.95,0.965
svm_rbf,0.973333333333,0.94
logistic,0.583333333333,0.59
knn,0.943333333333,0.945
decision_tree,0.956666666667,0.965
random_forest,0.966666666667,0.905
